"huc8","name","date","none","d0x","d1x","d2x","d3x","d4x"
"05050001","Upper New",2006-07-18,92.3,7.7,0,0,0,0
"05050001","Upper New",2006-07-25,92.3,7.7,0,0,0,0
"05050001","Upper New",2006-08-01,91.28,8.72,0,0,0,0
"05050001","Upper New",2006-08-08,8.9,87.47,3.63,0,0,0
"05050001","Upper New",2006-08-15,29.98,70.02,0,0,0,0
"05050001","Upper New",2006-08-22,42.39,57.61,0,0,0,0
"05050001","Upper New",2006-08-29,43.96,55.46,0.58,0,0,0
"05050001","Upper New",2006-09-05,85.93,14.07,0,0,0,0
"05050001","Upper New",2006-09-12,92.81,7.19,0,0,0,0
"05050001","Upper New",2006-09-19,100,0,0,0,0,0
"05050001","Upper New",2006-09-26,100,0,0,0,0,0
"05050001","Upper New",2006-10-03,100,0,0,0,0,0
"05050001","Upper New",2006-10-10,100,0,0,0,0,0
"05050001","Upper New",2006-10-17,100,0,0,0,0,0
"05050001","Upper New",2006-10-24,100,0,0,0,0,0
"05050001","Upper New",2006-10-31,100,0,0,0,0,0
"05050001","Upper New",2006-11-07,100,0,0,0,0,0
"05050001","Upper New",2006-11-14,100,0,0,0,0,0
"05050001","Upper New",2006-11-21,100,0,0,0,0,0
"05050001","Upper New",2006-11-28,100,0,0,0,0,0
"05050001","Upper New",2006-12-05,100,0,0,0,0,0
"05050001","Upper New",2006-12-12,100,0,0,0,0,0
"05050001","Upper New",2006-12-19,100,0,0,0,0,0
"05050001","Upper New",2006-12-26,100,0,0,0,0,0
"05050001","Upper New",2007-01-02,100,0,0,0,0,0
"05050001","Upper New",2007-01-09,100,0,0,0,0,0
"05050001","Upper New",2007-01-16,100,0,0,0,0,0
"05050001","Upper New",2007-01-23,100,0,0,0,0,0
"05050001","Upper New",2007-01-30,100,0,0,0,0,0
"05050001","Upper New",2007-02-06,93.15,6.85,0,0,0,0
"05050001","Upper New",2007-02-13,40.62,59.38,0,0,0,0
"05050001","Upper New",2007-02-20,40.62,44.26,15.12,0,0,0
"05050001","Upper New",2007-02-27,40.62,59.3,0.08,0,0,0
"05050001","Upper New",2007-03-06,70.82,29.18,0,0,0,0
"05050001","Upper New",2007-03-13,0,78.75,21.25,0,0,0
"05050001","Upper New",2007-03-20,0.12,78.63,21.25,0,0,0
"05050001","Upper New",2007-03-27,0.12,76.92,22.96,0,0,0
"05050001","Upper New",2007-04-03,26.58,69.24,4.18,0,0,0
"05050001","Upper New",2007-04-10,18.99,54.74,26.27,0,0,0
"05050001","Upper New",2007-04-17,56.5,43.5,0,0,0,0
"05050001","Upper New",2007-04-24,56.5,43.5,0,0,0,0
"05050001","Upper New",2007-05-01,56.5,27.38,16.12,0,0,0
"05050001","Upper New",2007-05-08,25.44,58.44,16.12,0,0,0
"05050001","Upper New",2007-05-15,25.44,51.01,23.55,0,0,0
"05050001","Upper New",2007-05-22,25.82,35.53,38.65,0,0,0
"05050001","Upper New",2007-05-29,0.42,60.28,39.3,0,0,0
"05050001","Upper New",2007-06-05,0.42,69.39,30.19,0,0,0
"05050001","Upper New",2007-06-12,0,69.81,25.36,4.83,0,0
"05050001","Upper New",2007-06-19,0,45.46,49.03,5.51,0,0
"05050001","Upper New",2007-06-26,0,45.46,49.03,5.51,0,0
"05050001","Upper New",2007-07-03,0,45.46,54.54,0,0,0
"05050001","Upper New",2007-07-10,0,29.37,66.99,3.64,0,0
"05050001","Upper New",2007-07-17,0,22.6,76.01,1.39,0,0
"05050001","Upper New",2007-07-24,0,18.82,79.79,1.39,0,0
"05050001","Upper New",2007-07-31,0,25.56,74.44,0,0,0
"05050001","Upper New",2007-08-07,0,25.56,74.44,0,0,0
"05050001","Upper New",2007-08-14,0,18.84,32.54,48.62,0,0
"05050001","Upper New",2007-08-21,0,0,51.38,48.62,0,0
"05050001","Upper New",2007-08-28,0,0,50.11,49.89,0,0
"05050001","Upper New",2007-09-04,0,0.33,36.79,62.8,0.08,0
"05050001","Upper New",2007-09-11,0,0,3.61,67.18,29.21,0
"05050001","Upper New",2007-09-18,0,0,26.36,45.47,28.17,0
"05050001","Upper New",2007-09-25,0,0,24.34,47.49,28.17,0
"05050001","Upper New",2007-10-02,0,0,0,52.24,46.1,1.66
"05050001","Upper New",2007-10-09,0,0,0,51.09,47.25,1.66
"05050001","Upper New",2007-10-16,0,0,0,51.09,43.28,5.63
"05050001","Upper New",2007-10-23,0,0,0,51.09,43.28,5.63
"05050001","Upper New",2007-10-30,0,0,71.7,24.68,3.62,0
"05050001","Upper New",2007-11-06,0,0,51.43,33.48,13.78,1.31
"05050001","Upper New",2007-11-13,0,0,51.43,33.48,13.78,1.31
"05050001","Upper New",2007-11-20,0,0,50.63,34.28,13.32,1.77
"05050001","Upper New",2007-11-27,0,0,50.63,30.54,17.06,1.77
"05050001","Upper New",2007-12-04,0,0,50.63,30.54,17.06,1.77
"05050001","Upper New",2007-12-11,0,0,50.63,23.75,17.78,7.84
"05050001","Upper New",2007-12-18,0,0.13,59.24,15.01,17.78,7.84
"05050001","Upper New",2007-12-25,0,0.13,59.24,15.01,17.78,7.84
"05050001","Upper New",2008-01-01,0,0.13,59.24,16.81,18.89,4.93
"05050001","Upper New",2008-01-08,0,0.03,59.34,16.81,18.89,4.93
"05050001","Upper New",2008-01-15,0,0.65,62.16,17.96,17.43,1.8
"05050001","Upper New",2008-01-22,0,0.65,62.16,17.96,17.43,1.8
"05050001","Upper New",2008-01-29,0,0.65,56.43,23.69,17.43,1.8
"05050001","Upper New",2008-02-05,0,0.65,57.68,25.84,14.03,1.8
"05050001","Upper New",2008-02-12,0,0.65,57.68,25.84,14.03,1.8
"05050001","Upper New",2008-02-19,0,0.65,57.68,25.84,14.03,1.8
"05050001","Upper New",2008-02-26,0,3.01,60.91,21.41,14.67,0
"05050001","Upper New",2008-03-04,0,3.01,60.91,21.41,14.67,0
"05050001","Upper New",2008-03-11,0,4.21,72.72,23.07,0,0
"05050001","Upper New",2008-03-18,0,4.21,72.72,23.07,0,0
"05050001","Upper New",2008-03-25,0,4.21,90.68,5.11,0,0
"05050001","Upper New",2008-04-01,0,4.21,89.07,6.72,0,0
"05050001","Upper New",2008-04-08,0,8.73,91.27,0,0,0
"05050001","Upper New",2008-04-15,0,8.73,91.27,0,0,0
"05050001","Upper New",2008-04-22,0,8.73,91.27,0,0,0
"05050001","Upper New",2008-04-29,0,43.58,56.42,0,0,0
"05050001","Upper New",2008-05-06,0,43.58,56.42,0,0,0
"05050001","Upper New",2008-05-13,0,44.06,55.91,0.03,0,0
"05050001","Upper New",2008-05-20,0,44.06,55.91,0.03,0,0
"05050001","Upper New",2008-05-27,0,44.06,48.84,7.1,0,0
"05050001","Upper New",2008-06-03,0,44.06,48.84,7.1,0,0
"05050001","Upper New",2008-06-10,0,0,61.99,37.67,0.34,0
"05050001","Upper New",2008-06-17,0,0,61.99,37.67,0.34,0
"05050001","Upper New",2008-06-24,0,0,61.99,36.96,1.05,0
"05050001","Upper New",2008-07-01,0,0,63.17,35.78,1.05,0
"05050001","Upper New",2008-07-08,0,0,53.22,45.73,1.05,0
"05050001","Upper New",2008-07-15,0,0,55.79,43.16,1.05,0
"05050001","Upper New",2008-07-22,0,0,55.79,43.16,1.05,0
"05050001","Upper New",2008-07-29,0,0,55.79,43.16,1.05,0
"05050001","Upper New",2008-08-05,0,0,55.79,43.16,1.05,0
"05050001","Upper New",2008-08-12,0,0,37.12,58.41,4.47,0
"05050001","Upper New",2008-08-19,0,0,5.29,81.79,12.92,0
"05050001","Upper New",2008-08-26,0,0,5.29,81.79,12.92,0
"05050001","Upper New",2008-09-02,0,0,86.08,13.92,0,0
"05050001","Upper New",2008-09-09,0,0,86.08,13.92,0,0
"05050001","Upper New",2008-09-16,0,0,88.59,11.41,0,0
"05050001","Upper New",2008-09-23,0,0,88.59,11.41,0,0
"05050001","Upper New",2008-09-30,0,0,88.59,11.41,0,0
"05050001","Upper New",2008-10-07,0,0,88.59,11.41,0,0
"05050001","Upper New",2008-10-14,0,0,27.44,72.56,0,0
"05050001","Upper New",2008-10-21,0,0,27.65,72.35,0,0
"05050001","Upper New",2008-10-28,0,0,39.63,60.37,0,0
"05050001","Upper New",2008-11-04,0,0,39.63,60.37,0,0
"05050001","Upper New",2008-11-11,0,0,39.63,60.37,0,0
"05050001","Upper New",2008-11-18,0,0,38.59,61.41,0,0
"05050001","Upper New",2008-11-25,0,0,38.59,61.41,0,0
"05050001","Upper New",2008-12-02,0,0,38.59,61.41,0,0
"05050001","Upper New",2008-12-09,0,0,38.72,61.28,0,0
"05050001","Upper New",2008-12-16,0,16.82,83.18,0,0,0
"05050001","Upper New",2008-12-23,0,16.82,83.18,0,0,0
"05050001","Upper New",2008-12-30,0,16.82,83.18,0,0,0
"05050001","Upper New",2009-01-06,0,16.82,83.18,0,0,0
"05050001","Upper New",2009-01-13,0,85.17,14.83,0,0,0
"05050001","Upper New",2009-01-20,0,85.17,14.83,0,0,0
"05050001","Upper New",2009-01-27,0,84.78,15.22,0,0,0
"05050001","Upper New",2009-02-03,0,82.42,17.58,0,0,0
"05050001","Upper New",2009-02-10,0,55.04,44.96,0,0,0
"05050001","Upper New",2009-02-17,0,55.04,44.96,0,0,0
"05050001","Upper New",2009-02-24,0,55.04,44.96,0,0,0
"05050001","Upper New",2009-03-03,0,55.04,44.96,0,0,0
"05050001","Upper New",2009-03-10,0,55.09,44.91,0,0,0
"05050001","Upper New",2009-03-17,0,88.86,11.14,0,0,0
"05050001","Upper New",2009-03-24,0,88.86,11.14,0,0,0
"05050001","Upper New",2009-03-31,0,93.07,6.93,0,0,0
"05050001","Upper New",2009-04-07,0,96.11,3.89,0,0,0
"05050001","Upper New",2009-04-14,0,96.11,3.89,0,0,0
"05050001","Upper New",2009-04-21,0,96.11,3.89,0,0,0
"05050001","Upper New",2009-04-28,0,96.11,3.89,0,0,0
"05050001","Upper New",2009-05-05,11.28,85.97,2.75,0,0,0
"05050001","Upper New",2009-05-12,93.07,6.93,0,0,0,0
"05050001","Upper New",2009-05-19,100,0,0,0,0,0
"05050001","Upper New",2009-05-26,100,0,0,0,0,0
"05050001","Upper New",2009-06-02,100,0,0,0,0,0
"05050001","Upper New",2009-06-09,100,0,0,0,0,0
"05050001","Upper New",2009-06-16,100,0,0,0,0,0
"05050001","Upper New",2009-06-23,100,0,0,0,0,0
"05050001","Upper New",2009-06-30,100,0,0,0,0,0
"05050001","Upper New",2009-07-07,100,0,0,0,0,0
"05050001","Upper New",2009-07-14,100,0,0,0,0,0
"05050001","Upper New",2009-07-21,100,0,0,0,0,0
"05050001","Upper New",2009-07-28,100,0,0,0,0,0
"05050001","Upper New",2009-08-04,100,0,0,0,0,0
"05050001","Upper New",2009-08-11,100,0,0,0,0,0
"05050001","Upper New",2009-08-18,100,0,0,0,0,0
"05050001","Upper New",2009-08-25,100,0,0,0,0,0
"05050001","Upper New",2009-09-01,100,0,0,0,0,0
"05050001","Upper New",2009-09-08,100,0,0,0,0,0
"05050001","Upper New",2009-09-15,100,0,0,0,0,0
"05050001","Upper New",2009-09-22,99.52,0.48,0,0,0,0
"05050001","Upper New",2009-09-29,100,0,0,0,0,0
"05050001","Upper New",2009-10-06,100,0,0,0,0,0
"05050001","Upper New",2009-10-13,100,0,0,0,0,0
"05050001","Upper New",2009-10-20,100,0,0,0,0,0
"05050001","Upper New",2009-10-27,100,0,0,0,0,0
"05050001","Upper New",2009-11-03,100,0,0,0,0,0
"05050001","Upper New",2009-11-10,100,0,0,0,0,0
"05050001","Upper New",2009-11-17,100,0,0,0,0,0
"05050001","Upper New",2009-11-24,100,0,0,0,0,0
"05050001","Upper New",2009-12-01,100,0,0,0,0,0
"05050001","Upper New",2009-12-08,100,0,0,0,0,0
"05050001","Upper New",2009-12-15,100,0,0,0,0,0
"05050001","Upper New",2009-12-22,100,0,0,0,0,0
"05050001","Upper New",2009-12-29,100,0,0,0,0,0
"05050001","Upper New",2010-01-05,100,0,0,0,0,0
"05050001","Upper New",2010-01-12,100,0,0,0,0,0
"05050001","Upper New",2010-01-19,100,0,0,0,0,0
"05050001","Upper New",2010-01-26,100,0,0,0,0,0
"05050001","Upper New",2010-02-02,100,0,0,0,0,0
"05050001","Upper New",2010-02-09,100,0,0,0,0,0
"05050001","Upper New",2010-02-16,100,0,0,0,0,0
"05050001","Upper New",2010-02-23,100,0,0,0,0,0
"05050001","Upper New",2010-03-02,100,0,0,0,0,0
"05050001","Upper New",2010-03-09,100,0,0,0,0,0
"05050001","Upper New",2010-03-16,100,0,0,0,0,0
"05050001","Upper New",2010-03-23,100,0,0,0,0,0
"05050001","Upper New",2010-03-30,100,0,0,0,0,0
"05050001","Upper New",2010-04-06,100,0,0,0,0,0
"05050001","Upper New",2010-04-13,100,0,0,0,0,0
"05050001","Upper New",2010-04-20,100,0,0,0,0,0
"05050001","Upper New",2010-04-27,100,0,0,0,0,0
"05050001","Upper New",2010-05-04,100,0,0,0,0,0
"05050001","Upper New",2010-05-11,100,0,0,0,0,0
"05050001","Upper New",2010-05-18,100,0,0,0,0,0
"05050001","Upper New",2010-05-25,100,0,0,0,0,0
"05050001","Upper New",2010-06-01,100,0,0,0,0,0
"05050001","Upper New",2010-06-08,100,0,0,0,0,0
"05050001","Upper New",2010-06-15,100,0,0,0,0,0
"05050001","Upper New",2010-06-22,74.93,25.07,0,0,0,0
"05050001","Upper New",2010-06-29,74.49,25.51,0,0,0,0
"05050001","Upper New",2010-07-06,26.54,56.87,16.59,0,0,0
"05050001","Upper New",2010-07-13,26.78,56.63,16.59,0,0,0
"05050001","Upper New",2010-07-20,26.77,56.64,16.59,0,0,0
"05050001","Upper New",2010-07-27,0,81.24,18.76,0,0,0
"05050001","Upper New",2010-08-03,0,88.27,11.73,0,0,0
"05050001","Upper New",2010-08-10,0,88.27,11.73,0,0,0
"05050001","Upper New",2010-08-17,0.12,88.15,11.73,0,0,0
"05050001","Upper New",2010-08-24,75.41,24.59,0,0,0,0
"05050001","Upper New",2010-08-31,85.93,14.07,0,0,0,0
"05050001","Upper New",2010-09-07,85.79,14.21,0,0,0,0
"05050001","Upper New",2010-09-14,81.14,18.86,0,0,0,0
"05050001","Upper New",2010-09-21,0,100,0,0,0,0
"05050001","Upper New",2010-09-28,23.51,76.49,0,0,0,0
"05050001","Upper New",2010-10-05,22.93,77.07,0,0,0,0
"05050001","Upper New",2010-10-12,22.93,77.07,0,0,0,0
"05050001","Upper New",2010-10-19,2.52,76.26,21.22,0,0,0
"05050001","Upper New",2010-10-26,2.54,76.24,21.22,0,0,0
"05050001","Upper New",2010-11-02,3.13,75.58,21.29,0,0,0
"05050001","Upper New",2010-11-09,3.13,75.58,21.29,0,0,0
"05050001","Upper New",2010-11-16,3.13,75.58,21.29,0,0,0
"05050001","Upper New",2010-11-23,3.13,75.58,21.29,0,0,0
"05050001","Upper New",2010-11-30,3.13,75.58,21.29,0,0,0
"05050001","Upper New",2010-12-07,73.98,26.02,0,0,0,0
"05050001","Upper New",2010-12-14,73.98,26.02,0,0,0,0
"05050001","Upper New",2010-12-21,78.99,21.01,0,0,0,0
"05050001","Upper New",2010-12-28,81.65,18.35,0,0,0,0
"05050001","Upper New",2011-01-04,81.8,18.2,0,0,0,0
"05050001","Upper New",2011-01-11,19.9,80.1,0,0,0,0
"05050001","Upper New",2011-01-18,0.1,99.9,0,0,0,0
"05050001","Upper New",2011-01-25,0.1,99.9,0,0,0,0
"05050001","Upper New",2011-02-01,0.1,71.49,28.41,0,0,0
"05050001","Upper New",2011-02-08,0,68.86,31.14,0,0,0
"05050001","Upper New",2011-02-15,0,2.23,97.77,0,0,0
"05050001","Upper New",2011-02-22,0,2.23,97.77,0,0,0
"05050001","Upper New",2011-03-01,0,2.23,97.77,0,0,0
"05050001","Upper New",2011-03-08,1.73,97.77,0.5,0,0,0
"05050001","Upper New",2011-03-15,94.85,5.15,0,0,0,0
"05050001","Upper New",2011-03-22,94.85,5.15,0,0,0,0
"05050001","Upper New",2011-03-29,94.85,5.15,0,0,0,0
"05050001","Upper New",2011-04-05,91.77,8.23,0,0,0,0
"05050001","Upper New",2011-04-12,100,0,0,0,0,0
"05050001","Upper New",2011-04-19,100,0,0,0,0,0
"05050001","Upper New",2011-04-26,100,0,0,0,0,0
"05050001","Upper New",2011-05-03,100,0,0,0,0,0
"05050001","Upper New",2011-05-10,100,0,0,0,0,0
"05050001","Upper New",2011-05-17,100,0,0,0,0,0
"05050001","Upper New",2011-05-24,100,0,0,0,0,0
"05050001","Upper New",2011-05-31,100,0,0,0,0,0
"05050001","Upper New",2011-06-07,100,0,0,0,0,0
"05050001","Upper New",2011-06-14,100,0,0,0,0,0
"05050001","Upper New",2011-06-21,100,0,0,0,0,0
"05050001","Upper New",2011-06-28,100,0,0,0,0,0
"05050001","Upper New",2011-07-05,100,0,0,0,0,0
"05050001","Upper New",2011-07-12,100,0,0,0,0,0
"05050001","Upper New",2011-07-19,100,0,0,0,0,0
"05050001","Upper New",2011-07-26,100,0,0,0,0,0
"05050001","Upper New",2011-08-02,60.95,39.05,0,0,0,0
"05050001","Upper New",2011-08-09,6.28,93.72,0,0,0,0
"05050001","Upper New",2011-08-16,6.28,93.72,0,0,0,0
"05050001","Upper New",2011-08-23,0,84.17,15.83,0,0,0
"05050001","Upper New",2011-08-30,0,61.28,38.72,0,0,0
"05050001","Upper New",2011-09-06,76.03,23.97,0,0,0,0
"05050001","Upper New",2011-09-13,100,0,0,0,0,0
"05050001","Upper New",2011-09-20,100,0,0,0,0,0
"05050001","Upper New",2011-09-27,100,0,0,0,0,0
"05050001","Upper New",2011-10-04,100,0,0,0,0,0
"05050001","Upper New",2011-10-11,100,0,0,0,0,0
"05050001","Upper New",2011-10-18,100,0,0,0,0,0
"05050001","Upper New",2011-10-25,100,0,0,0,0,0
"05050001","Upper New",2011-11-01,100,0,0,0,0,0
"05050001","Upper New",2011-11-08,100,0,0,0,0,0
"05050001","Upper New",2011-11-15,100,0,0,0,0,0
"05050001","Upper New",2011-11-22,100,0,0,0,0,0
"05050001","Upper New",2011-11-29,100,0,0,0,0,0
"05050001","Upper New",2011-12-06,100,0,0,0,0,0
"05050001","Upper New",2011-12-13,100,0,0,0,0,0
"05050001","Upper New",2011-12-20,100,0,0,0,0,0
"05050001","Upper New",2011-12-27,100,0,0,0,0,0
"05050001","Upper New",2012-01-03,100,0,0,0,0,0
"05050001","Upper New",2012-01-10,100,0,0,0,0,0
"05050001","Upper New",2012-01-17,100,0,0,0,0,0
"05050001","Upper New",2012-01-24,100,0,0,0,0,0
"05050001","Upper New",2012-01-31,100,0,0,0,0,0
"05050001","Upper New",2012-02-07,100,0,0,0,0,0
"05050001","Upper New",2012-02-14,100,0,0,0,0,0
"05050001","Upper New",2012-02-21,100,0,0,0,0,0
"05050001","Upper New",2012-02-28,100,0,0,0,0,0
"05050001","Upper New",2012-03-06,100,0,0,0,0,0
"05050001","Upper New",2012-03-13,94.44,5.56,0,0,0,0
"05050001","Upper New",2012-03-20,94.43,5.57,0,0,0,0
"05050001","Upper New",2012-03-27,96.67,3.33,0,0,0,0
"05050001","Upper New",2012-04-03,96.67,3.33,0,0,0,0
"05050001","Upper New",2012-04-10,96.7,3.3,0,0,0,0
"05050001","Upper New",2012-04-17,96.7,3.3,0,0,0,0
"05050001","Upper New",2012-04-24,96.7,3.3,0,0,0,0
"05050001","Upper New",2012-05-01,100,0,0,0,0,0
"05050001","Upper New",2012-05-08,100,0,0,0,0,0
"05050001","Upper New",2012-05-15,100,0,0,0,0,0
"05050001","Upper New",2012-05-22,100,0,0,0,0,0
"05050001","Upper New",2012-05-29,100,0,0,0,0,0
"05050001","Upper New",2012-06-05,100,0,0,0,0,0
"05050001","Upper New",2012-06-12,100,0,0,0,0,0
"05050001","Upper New",2012-06-19,99.95,0.05,0,0,0,0
"05050001","Upper New",2012-06-26,99.95,0.05,0,0,0,0
"05050001","Upper New",2012-07-03,6.91,93.09,0,0,0,0
"05050001","Upper New",2012-07-10,27.57,72.43,0,0,0,0
"05050001","Upper New",2012-07-17,27.57,72.43,0,0,0,0
"05050001","Upper New",2012-07-24,19.27,80.73,0,0,0,0
"05050001","Upper New",2012-07-31,19.27,80.73,0,0,0,0
"05050001","Upper New",2012-08-07,19.96,80.04,0,0,0,0
"05050001","Upper New",2012-08-14,20.09,79.91,0,0,0,0
"05050001","Upper New",2012-08-21,42.4,57.6,0,0,0,0
"05050001","Upper New",2012-08-28,46.83,53.17,0,0,0,0
"05050001","Upper New",2012-09-04,47.02,52.98,0,0,0,0
"05050001","Upper New",2012-09-11,26.53,73.47,0,0,0,0
"05050001","Upper New",2012-09-18,26.53,73.47,0,0,0,0
"05050001","Upper New",2012-09-25,60.72,39.28,0,0,0,0
"05050001","Upper New",2012-10-02,60.72,39.28,0,0,0,0
"05050001","Upper New",2012-10-09,79.71,20.29,0,0,0,0
"05050001","Upper New",2012-10-16,79.71,20.29,0,0,0,0
"05050001","Upper New",2012-10-23,79.71,20.29,0,0,0,0
"05050001","Upper New",2012-10-30,79.71,20.29,0,0,0,0
"05050001","Upper New",2012-11-06,38.09,61.91,0,0,0,0
"05050001","Upper New",2012-11-13,37.44,62.56,0,0,0,0
"05050001","Upper New",2012-11-20,28.04,67.42,4.54,0,0,0
"05050001","Upper New",2012-11-27,14.1,42.75,43.15,0,0,0
"05050001","Upper New",2012-12-04,0,50.96,49.04,0,0,0
"05050001","Upper New",2012-12-11,0,50.96,49.04,0,0,0
"05050001","Upper New",2012-12-18,0,50.96,49.04,0,0,0
"05050001","Upper New",2012-12-25,0,50.96,49.04,0,0,0
"05050001","Upper New",2013-01-01,0,63.91,36.09,0,0,0
"05050001","Upper New",2013-01-08,0,63.91,36.09,0,0,0
"05050001","Upper New",2013-01-15,62.64,37.1,0.26,0,0,0
"05050001","Upper New",2013-01-22,99.98,0.02,0,0,0,0
"05050001","Upper New",2013-01-29,99.98,0.02,0,0,0,0
"05050001","Upper New",2013-02-05,100,0,0,0,0,0
"05050001","Upper New",2013-02-12,100,0,0,0,0,0
"05050001","Upper New",2013-02-19,100,0,0,0,0,0
"05050001","Upper New",2013-02-26,100,0,0,0,0,0
"05050001","Upper New",2013-03-05,100,0,0,0,0,0
"05050001","Upper New",2013-03-12,100,0,0,0,0,0
"05050001","Upper New",2013-03-19,100,0,0,0,0,0
"05050001","Upper New",2013-03-26,100,0,0,0,0,0
"05050001","Upper New",2013-04-02,100,0,0,0,0,0
"05050001","Upper New",2013-04-09,100,0,0,0,0,0
"05050001","Upper New",2013-04-16,100,0,0,0,0,0
"05050001","Upper New",2013-04-23,100,0,0,0,0,0
"05050001","Upper New",2013-04-30,100,0,0,0,0,0
"05050001","Upper New",2013-05-07,100,0,0,0,0,0
"05050001","Upper New",2013-05-14,100,0,0,0,0,0
"05050001","Upper New",2013-05-21,100,0,0,0,0,0
"05050001","Upper New",2013-05-28,100,0,0,0,0,0
"05050001","Upper New",2013-06-04,100,0,0,0,0,0
"05050001","Upper New",2013-06-11,100,0,0,0,0,0
"05050001","Upper New",2013-06-18,100,0,0,0,0,0
"05050001","Upper New",2013-06-25,100,0,0,0,0,0
"05050001","Upper New",2013-07-02,100,0,0,0,0,0
"05050001","Upper New",2013-07-09,100,0,0,0,0,0
"05050001","Upper New",2013-07-16,100,0,0,0,0,0
"05050001","Upper New",2013-07-23,100,0,0,0,0,0
"05050001","Upper New",2013-07-30,100,0,0,0,0,0
"05050001","Upper New",2013-08-06,100,0,0,0,0,0
"05050001","Upper New",2013-08-13,100,0,0,0,0,0
"05050001","Upper New",2013-08-20,100,0,0,0,0,0
"05050001","Upper New",2013-08-27,100,0,0,0,0,0
"05050001","Upper New",2013-09-03,100,0,0,0,0,0
"05050001","Upper New",2013-09-10,100,0,0,0,0,0
"05050001","Upper New",2013-09-17,100,0,0,0,0,0
"05050001","Upper New",2013-09-24,100,0,0,0,0,0
"05050001","Upper New",2013-10-01,100,0,0,0,0,0
"05050001","Upper New",2013-10-08,100,0,0,0,0,0
"05050001","Upper New",2013-10-15,100,0,0,0,0,0
"05050001","Upper New",2013-10-22,100,0,0,0,0,0
"05050001","Upper New",2013-10-29,100,0,0,0,0,0
"05050001","Upper New",2013-11-05,100,0,0,0,0,0
"05050001","Upper New",2013-11-12,99.97,0.03,0,0,0,0
"05050001","Upper New",2013-11-19,99.28,0.72,0,0,0,0
"05050001","Upper New",2013-11-26,99.28,0.72,0,0,0,0
"05050001","Upper New",2013-12-03,100,0,0,0,0,0
"05050001","Upper New",2013-12-10,100,0,0,0,0,0
"05050001","Upper New",2013-12-17,100,0,0,0,0,0
"05050001","Upper New",2013-12-24,100,0,0,0,0,0
"05050001","Upper New",2013-12-31,100,0,0,0,0,0
"05050001","Upper New",2014-01-07,100,0,0,0,0,0
"05050001","Upper New",2014-01-14,100,0,0,0,0,0
"05050001","Upper New",2014-01-21,100,0,0,0,0,0
"05050001","Upper New",2014-01-28,100,0,0,0,0,0
"05050001","Upper New",2014-02-04,100,0,0,0,0,0
"05050001","Upper New",2014-02-11,100,0,0,0,0,0
"05050001","Upper New",2014-02-18,100,0,0,0,0,0
"05050001","Upper New",2014-02-25,100,0,0,0,0,0
"05050001","Upper New",2014-03-04,100,0,0,0,0,0
"05050001","Upper New",2014-03-11,100,0,0,0,0,0
"05050001","Upper New",2014-03-18,100,0,0,0,0,0
"05050001","Upper New",2014-03-25,100,0,0,0,0,0
"05050001","Upper New",2014-04-01,100,0,0,0,0,0
"05050001","Upper New",2014-04-08,100,0,0,0,0,0
"05050001","Upper New",2014-04-15,100,0,0,0,0,0
"05050001","Upper New",2014-04-22,100,0,0,0,0,0
"05050001","Upper New",2014-04-29,100,0,0,0,0,0
"05050001","Upper New",2014-05-06,98.15,1.85,0,0,0,0
"05050001","Upper New",2014-05-13,98.15,1.85,0,0,0,0
"05050001","Upper New",2014-05-20,98.81,1.19,0,0,0,0
"05050001","Upper New",2014-05-27,98.81,1.19,0,0,0,0
"05050001","Upper New",2014-06-03,98.81,1.19,0,0,0,0
"05050001","Upper New",2014-06-10,98.81,1.19,0,0,0,0
"05050001","Upper New",2014-06-17,98.81,1.19,0,0,0,0
"05050001","Upper New",2014-06-24,98.81,1.19,0,0,0,0
"05050001","Upper New",2014-07-01,98.81,1.19,0,0,0,0
"05050001","Upper New",2014-07-08,40.39,59.61,0,0,0,0
"05050001","Upper New",2014-07-15,22.4,77.6,0,0,0,0
"05050001","Upper New",2014-07-22,22.29,77.71,0,0,0,0
"05050001","Upper New",2014-07-29,19.55,80.45,0,0,0,0
"05050001","Upper New",2014-08-05,19.55,80.45,0,0,0,0
"05050001","Upper New",2014-08-12,85.9,14.1,0,0,0,0
"05050001","Upper New",2014-08-19,96.08,3.92,0,0,0,0
"05050001","Upper New",2014-08-26,96.08,3.92,0,0,0,0
"05050001","Upper New",2014-09-02,96.08,3.92,0,0,0,0
"05050001","Upper New",2014-09-09,100,0,0,0,0,0
"05050001","Upper New",2014-09-16,100,0,0,0,0,0
"05050001","Upper New",2014-09-23,100,0,0,0,0,0
"05050001","Upper New",2014-09-30,100,0,0,0,0,0
"05050001","Upper New",2014-10-07,100,0,0,0,0,0
"05050001","Upper New",2014-10-14,100,0,0,0,0,0
"05050001","Upper New",2014-10-21,100,0,0,0,0,0
"05050001","Upper New",2014-10-28,100,0,0,0,0,0
"05050001","Upper New",2014-11-04,100,0,0,0,0,0
"05050001","Upper New",2014-11-11,100,0,0,0,0,0
"05050001","Upper New",2014-11-18,100,0,0,0,0,0
"05050001","Upper New",2014-11-25,100,0,0,0,0,0
"05050001","Upper New",2014-12-02,100,0,0,0,0,0
"05050001","Upper New",2014-12-09,100,0,0,0,0,0
"05050001","Upper New",2014-12-16,100,0,0,0,0,0
"05050001","Upper New",2014-12-23,100,0,0,0,0,0
