"site","AgencyCd","SiteName","DecLatVa","DecLongVa","AltVa","AltUnitsNm","WellDepth","WellDepthUnitsNm","NatAquiferCd","NatAqfrDesc","StateCd","StateNm","CountyCd","CountyNm","LocalAquiferCd","LocalAquiferName","SiteType","AquiferType","link"
"T29G4","NCDWR","Pink Hill",35.056327,-77.807143,126.024,"Feet",396,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",61,"Duplin County","Kbc","Black Creek","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/t29g4084906lev.txt"
"T29G5","NCDWR","Pink Hill",35.056327,-77.807143,126.484,"Feet",256,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",61,"Duplin County","Kbc","Black Creek","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/t29g5084908lev.txt"
"T29G7","NCDWR","Pink Hill",35.056327,-77.807143,126.304,"Feet",17,"Feet","S100SURFCL","Surficial aquifer system",37,"North Carolina",61,"Duplin County","S","Surficial","WELL","UNCONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/t29g7084910lev.txt"
"T48I2","NCDWR","McCain Sanitorium",35.05481,-79.359448,345.319,"Feet",92,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",93,"Hoke County","Kbc","Black Creek","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/t48i2084911lev.txt"
"T50R3","NCDWR","Hoffman",35.023181,-79.546755,412.306,"Feet",140,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",153,"Richmond County","Kbc","Black Creek","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/t50r3084913lev.txt"
"T50R4","NCDWR","Hoffman",35.023181,-79.546755,410.686,"Feet",80,"Feet","S100SURFCL","Surficial aquifer system",37,"North Carolina",153,"Richmond County","S","Surficial","WELL","UNCONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/t50r4084915lev.txt"
"T50R5","NCDWR","Hoffman",35.023181,-79.546755,410.516,"Feet",50,"Feet","S100SURFCL","Surficial aquifer system",37,"North Carolina",153,"Richmond County","S","Surficial","WELL","UNCONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/t50r5084917lev.txt"
"T50R6","NCDWR","Hoffman",35.023181,-79.546755,408.906,"Feet",60,"Feet","S100SURFCL","Surficial aquifer system",37,"North Carolina",153,"Richmond County","S","Surficial","WELL","UNCONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/t50r6084918lev.txt"
"U18Q3","NCDWR","Cherry Point",34.933879,-76.890064,25.207,"Feet",480,"Feet","N400CSLHYN","Castle Hayne aquifer",37,"North Carolina",49,"Craven County","Tch","Castle Hayne","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/u18q3084920lev.txt"
"U18Q4","NCDWR","Cherry Point",34.933879,-76.890064,25.237,"Feet",250,"Feet","N400CSLHYN","Castle Hayne aquifer",37,"North Carolina",49,"Craven County","Tch","Castle Hayne","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/u18q4084922lev.txt"
"U18Q5","NCDWR","Cherry Point",34.933879,-76.890064,25.017,"Feet",80,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",49,"Craven County","Ty","Yorktown","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/u18q5084924lev.txt"
"U18Q6","NCDWR","Cherry Point",34.933879,-76.890064,24.617,"Feet",30,"Feet","S100SURFCL","Surficial aquifer system",37,"North Carolina",49,"Craven County","S","Surficial","WELL","UNCONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/u18q6084926lev.txt"
"U19O5","NCDWR","Croatan",34.956514,-76.988776,24.928,"Feet",80,"Feet","S100SURFCL","Surficial aquifer system",37,"North Carolina",49,"Craven County","S","Surficial","WELL","UNCONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/u19o5084928lev.txt"
"U26J1","NCDWR","Comfort",34.969429,-77.503222,65.892,"Feet",60,"Feet","N400CSLHYN","Castle Hayne aquifer",37,"North Carolina",103,"Jones County","Tch","Castle Hayne","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/u26j1084930lev.txt"
"U26J10","NCDWR","Comfort",34.969429,-77.503222,66.382,"Feet",815,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",103,"Jones County","Kucf","Upper Cape Fear","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/u26j10084932lev.txt"
"U26J3","NCDWR","Comfort",34.969429,-77.503222,66.052,"Feet",13,"Feet","S100SURFCL","Surficial aquifer system",37,"North Carolina",103,"Jones County","S","Surficial","WELL","UNCONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/u26j3084934lev.txt"
"U26J4","NCDWR","Comfort",34.969429,-77.503222,65.862,"Feet",545,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",103,"Jones County","Kbc","Black Creek","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/u26j4084935lev.txt"
"U26J5","NCDWR","Comfort",34.969429,-77.503222,66.232,"Feet",284,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",103,"Jones County","Kpd","Peedee","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/u26j5084937lev.txt"
"U26J8","NCDWR","Comfort",34.969429,-77.503222,65.922,"Feet",15,"Feet","S100SURFCL","Surficial aquifer system",37,"North Carolina",103,"Jones County","S","Surficial","WELL","UNCONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/u26j8084939lev.txt"
"U26J9","NCDWR","Comfort",34.969429,-77.503222,66.222,"Feet",131,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",103,"Jones County","Tb","Beaufort","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/u26j9084940lev.txt"
"U34B4","NCDWR","Turkey",34.988899,-78.189357,135.946,"Feet",134,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",163,"Sampson County","Kbc","Black Creek","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/u34b4084942lev.txt"
"U34B6","NCDWR","Turkey",34.988899,-78.189357,137.856,"Feet",264,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",163,"Sampson County","Kbc","Black Creek","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/u34b6084944lev.txt"
"U35I1","NCDWR","Clinton",34.981452,-78.281327,149,"Feet",42,"Feet","S100SURFCL","Surficial aquifer system",37,"North Carolina",163,"Sampson County","S","Surficial","WELL","UNCONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/u35i1084946lev.txt"
"U35I2","NCDWR","Clinton",34.981452,-78.281327,149,"Feet",483,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",163,"Sampson County","Klcf","Lower Cape Fear","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/u35i2084947lev.txt"
"U35I3","NCDWR","Clinton",34.981452,-78.281327,149,"Feet",390,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",163,"Sampson County","Klcf","Lower Cape Fear","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/u35i3084949lev.txt"
"U35I4","NCDWR","Clinton",34.981452,-78.281327,149,"Feet",112,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",163,"Sampson County","Kubc","Upper Black Creek","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/u35i4084950lev.txt"
"U35I5","NCDWR","Clinton",34.981452,-78.281327,149,"Feet",291,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",163,"Sampson County","Kucf","Upper Cape Fear","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/u35i5084951lev.txt"
"U35I6","NCDWR","Clinton",34.981452,-78.281327,149,"Feet",190,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",163,"Sampson County","Kbc","Black Creek","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/u35i6084952lev.txt"
"U40Y1","NCDWR","Cedar Creek Fire Tower",34.932655,-78.739156,132.041,"Feet",200,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",51,"Cumberland County","Kucf","Upper Cape Fear","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/u40y1084953lev.txt"
"U40Y2","NCDWR","Cedar Creek Fire Tower",34.932655,-78.739156,131.891,"Feet",140,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",51,"Cumberland County","Kbc","Black Creek","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/u40y2084955lev.txt"
"U40Y3","NCDWR","Cedar Creek Fire Tower",34.932655,-78.739156,131.881,"Feet",65,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",51,"Cumberland County","Kubc","Upper Black Creek","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/u40y3084957lev.txt"
"U40Y4","NCDWR","Cedar Creek Fire Tower",34.932655,-78.739156,132.491,"Feet",25,"Feet","S100SURFCL","Surficial aquifer system",37,"North Carolina",51,"Cumberland County","S","Surficial","WELL","UNCONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/u40y4084959lev.txt"
"U41A1","NCDWR","Seabrook School",34.987708,-78.75479,135.729,"Feet",29,"Feet","S100SURFCL","Surficial aquifer system",37,"North Carolina",51,"Cumberland County","S","Surficial","WELL","UNCONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/u41a1085001lev.txt"
"U46E6","NCDWR","Raeford",34.992801,-79.24488,273.978,"Feet",101,"Feet","S100SURFCL","Surficial aquifer system",37,"North Carolina",93,"Hoke County","S","Surficial","WELL","UNCONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/u46e6085004lev.txt"
"U52R1","NCDWR","Thrower Wells",34.94744,-79.70934,294.803,"Feet",56,"Feet","N400PDMBRX","Piedmont and Blue Ridge crystalline-rock aquifers",37,"North Carolina",153,"Richmond County","Bs","Basement saprolite","WELL","UNCONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/u52r1085006lev.txt"
"U62A1","NCDWR","Monroe",34.987809,-80.503237,554.838,"Feet",397,"Feet","N400PDMBRX","Piedmont and Blue Ridge crystalline-rock aquifers",37,"North Carolina",179,"Union County","Br","Basement rock","WELL","UNCONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/u62a1085008lev.txt"
"V12I3","NCDWR","Atlantic",34.88528,-76.354791,16.558,"Feet",832,"Feet","N400CSLHYN","Castle Hayne aquifer",37,"North Carolina",31,"Carteret County","Tch","Castle Hayne","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/v12i3085010lev.txt"
"V12I4","NCDWR","Atlantic",34.88528,-76.354791,16.268,"Feet",1140,"Feet","N400CSLHYN","Castle Hayne aquifer",37,"North Carolina",31,"Carteret County","Tch","Castle Hayne","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/v12i4085013lev.txt"
"V12I5","NCDWR","Atlantic",34.88528,-76.354791,15.808,"Feet",17,"Feet","S100SURFCL","Surficial aquifer system",37,"North Carolina",31,"Carteret County","S","Surficial","WELL","UNCONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/v12i5085015lev.txt"
"V12I6","NCDWR","Atlantic",34.88528,-76.354791,16.668,"Feet",165,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",31,"Carteret County","Ty","Yorktown","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/v12i6085016lev.txt"
"V23X1","NCDWR","Deppe",34.837042,-77.303278,43.498,"Feet",120,"Feet","S100SURFCL","Surficial aquifer system",37,"North Carolina",133,"Onslow County","S","Surficial","WELL","UNCONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/v23x1085018lev.txt"
"V23X2","NCDWR","Deppe",34.837042,-77.303278,43.748,"Feet",640,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",133,"Onslow County","Kpd","Peedee","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/v23x2085020lev.txt"
"V23X3","NCDWR","Deppe",34.837042,-77.303278,43.458,"Feet",300,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",133,"Onslow County","Tb","Beaufort","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/v23x3085022lev.txt"
"V23X4","NCDWR","Deppe",34.837042,-77.303278,43.308,"Feet",35,"Feet","S100SURFCL","Surficial aquifer system",37,"North Carolina",133,"Onslow County","S","Surficial","WELL","UNCONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/v23x4085024lev.txt"
"V23X5","NCDWR","Deppe",34.837042,-77.303278,43.538,"Feet",225,"Feet","S100SURFCL","Surficial aquifer system",37,"North Carolina",133,"Onslow County","S","Surficial","WELL","UNCONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/v23x5085026lev.txt"
"V23X6","NCDWR","Deppe",34.837042,-77.303278,43.668,"Feet",85,"Feet","S100SURFCL","Surficial aquifer system",37,"North Carolina",133,"Onslow County","S","Surficial","WELL","UNCONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/v23x6085028lev.txt"
"V23X7","NCDWR","Deppe",34.837042,-77.303278,43.388,"Feet",873,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",133,"Onslow County","Kbc","Black Creek","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/v23x7085030lev.txt"
"V32V1","NCDWR","Rose Hill",34.847826,-78.021278,84.938,"Feet",98,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",61,"Duplin County","Kpd","Peedee","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/v32v1085032lev.txt"
"V32V10","NCDWR","Rose Hill",34.84829,-78.02155,84.708,"Feet",495,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",61,"Duplin County","Klcf","Lower Cape Fear","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/v32v10085033lev.txt"
"V32V11","NCDWR","Rose Hill",34.84822,-78.02143,85.708,"Feet",413,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",61,"Duplin County","Kucf","Upper Cape Fear","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/v32v11085035lev.txt"
"V32V3","NCDWR","Rose Hill",34.847826,-78.021278,85.058,"Feet",46,"Feet","S100SURFCL","Surficial aquifer system",37,"North Carolina",61,"Duplin County","S","Surficial","WELL","UNCONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/v32v3085037lev.txt"
"V32V6","NCDWR","Rose Hill",34.847826,-78.021278,85.158,"Feet",218,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",61,"Duplin County","Kbc","Black Creek","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/v32v6085039lev.txt"
"V32V8","NCDWR","Rose Hill",34.85,-78.02,81.95,"Feet",14,"Feet","S100SURFCL","Surficial aquifer system",37,"North Carolina",61,"Duplin County","S","Surficial","WELL","UNCONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/v32v8085040lev.txt"
"V32V9","NCDWR","Rose Hill",34.847826,-78.021278,85.188,"Feet",15.4,"Feet","S100SURFCL","Surficial aquifer system",37,"North Carolina",61,"Duplin County","S","Surficial","WELL","UNCONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/v32v9085041lev.txt"
"V35T3","NCDWR","Six Runs",34.853611,-78.2625,60.585,"Feet",9,"Feet","S100SURFCL","Surficial aquifer system",37,"North Carolina",163,"Sampson County","S","Surficial","WELL","UNCONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/v35t3085043lev.txt"
"V35T4","NCDWR","Six Runs",34.853611,-78.2625,63.745,"Feet",380,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",163,"Sampson County","Klcf","Lower Cape Fear","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/v35t4085044lev.txt"
"V35T5","NCDWR","Six Runs",34.853611,-78.2625,61.515,"Feet",82,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",163,"Sampson County","Kbc","Black Creek","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/v35t5085045lev.txt"
"V35T6","NCDWR","Six Runs",34.853611,-78.2625,65.305,"Feet",266,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",163,"Sampson County","Kucf","Upper Cape Fear","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/v35t6085046lev.txt"
"V35T7","NCDWR","Six Runs",34.853611,-78.2625,63.725,"Feet",206,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",163,"Sampson County","Kbc","Black Creek","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/v35t7085047lev.txt"
"V35T8","NCDWR","Six Runs",34.853611,-78.2625,66.055,"Feet",268,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",163,"Sampson County","Kucf","Upper Cape Fear","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/v35t8085048lev.txt"
"V39O1","NCDWR","Bushy Lake",34.882533,-78.657536,116,"Feet",190,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",51,"Cumberland County","Kucf","Upper Cape Fear","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/v39o1085049lev.txt"
"V39O2","NCDWR","Bushy Lake",34.882533,-78.657536,116,"Feet",27,"Feet","S100SURFCL","Surficial aquifer system",37,"North Carolina",51,"Cumberland County","S","Surficial","WELL","UNCONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/v39o2085051lev.txt"
"V39O3","NCDWR","Bushy Lake",34.882533,-78.657536,116,"Feet",120,"Feet","S100SURFCL","Surficial aquifer system",37,"North Carolina",51,"Cumberland County","S","Surficial","WELL","UNCONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/v39o3085053lev.txt"
"V42V1","NCDWR","Du Pont",34.845259,-78.850955,151.339,"Feet",133,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",17,"Bladen County","Kbc","Black Creek","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/v42v1085055lev.txt"
"V42V2","NCDWR","Du Pont",34.845259,-78.850955,151.119,"Feet",35,"Feet","S100SURFCL","Surficial aquifer system",37,"North Carolina",17,"Bladen County","S","Surficial","WELL","UNCONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/v42v2085058lev.txt"
"V42V3","NCDWR","Du Pont",34.845259,-78.850955,151.109,"Feet",197,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",17,"Bladen County","Kbc","Black Creek","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/v42v3085100lev.txt"
"V42V4","NCDWR","Du Pont",34.845259,-78.850955,151.099,"Feet",268,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",17,"Bladen County","Kucfcu","Upper Cape Fear CU","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/v42v4085102lev.txt"
"V42V5","NCDWR","Du Pont",34.845259,-78.850955,150.919,"Feet",325,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",17,"Bladen County","Kucf","Upper Cape Fear","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/v42v5085104lev.txt"
"V42V6","NCDWR","Du Pont",34.845259,-78.850955,150.779,"Feet",95,"Feet","S100SURFCL","Surficial aquifer system",37,"North Carolina",17,"Bladen County","S","Surficial","WELL","UNCONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/v42v6085107lev.txt"
"V45U2","NCDWR","Rex Rennert School",34.843151,-79.087593,183.115,"Feet",353,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",155,"Robeson County","Kucf","Upper Cape Fear","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/v45u2085109lev.txt"
"V45U3","NCDWR","Rex Rennert School",34.84,-79.09,184.05,"Feet",95,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",155,"Robeson County","Kbc","Black Creek","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/v45u3085111lev.txt"
"V45U4","NCDWR","Rex Rennert School",34.84,-79.09,185.21,"Feet",132,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",155,"Robeson County","Kbc","Black Creek","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/v45u4085112lev.txt"
"V45U5","NCDWR","Rex Rennert School",34.84,-79.09,183.45,"Feet",30,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",155,"Robeson County","Kbc","Black Creek","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/v45u5085114lev.txt"
"V45U6","NCDWR","Rex Rennert School",34.84,-79.09,183.75,"Feet",100,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",155,"Robeson County","Kbc","Black Creek","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/v45u6085115lev.txt"
"V45U7","NCDWR","Rex Rennert School",34.84,-79.09,183.78,"Feet",30,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",155,"Robeson County","Kbc","Black Creek","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/v45u7085117lev.txt"
"W25F10","NCDWR","Well Field 258",34.810394,-77.487225,25.11,"Feet",17,"Feet","S100SURFCL","Surficial aquifer system",37,"North Carolina",133,"Onslow County","S","Surficial","WELL","UNCONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/w25f10085119lev.txt"
"W25F11","NCDWR","Well Field 258",34.810394,-77.487225,25.48,"Feet",303,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",133,"Onslow County","Kpd","Peedee","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/w25f11085121lev.txt"
"W25F12","NCDWR","Well Field 258",34.810394,-77.487225,25.13,"Feet",848,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",133,"Onslow County","Kucf","Upper Cape Fear","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/w25f12085123lev.txt"
"W25F6","NCDWR","Well Field 258",34.810394,-77.487225,25.05,"Feet",110,"Feet","S100SURFCL","Surficial aquifer system",37,"North Carolina",133,"Onslow County","S","Surficial","WELL","UNCONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/w25f6085124lev.txt"
"W25F8","NCDWR","Well Field 258",34.810394,-77.487225,25.24,"Feet",600,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",133,"Onslow County","Kbc","Black Creek","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/w25f8085126lev.txt"
"W25F9","NCDWR","Well Field 258",34.810394,-77.487225,25.21,"Feet",164,"Feet","S100SURFCL","Surficial aquifer system",37,"North Carolina",133,"Onslow County","S","Surficial","WELL","UNCONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/w25f9085129lev.txt"
"W26C1","NCDWR","Onslow Quarry 18",34.831947,-77.543871,53.423,"Feet",30,"Feet","S100SURFCL","Surficial aquifer system",37,"North Carolina",133,"Onslow County","S","Surficial","WELL","UNCONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/w26c1085131lev.txt"
